league,team1,team2,measurements,ngame,score_diff,win1,win2,final_score_diff,score_diff_delta
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,22,14843,-1,1.48,2.735,14,15
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,24,14843,-1,1.33,3.52,14,15
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,25,14843,-1,1.25,4.28,14,15
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,26,14843,-1,1.26,4.16,14,15
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,28,14843,6,1.03,16,14,8
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,31,14843,7,1.01,17,14,7
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,38,14843,8,1.01,17,14,6
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,39,14843,8,1.02,17,14,6
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,40,14843,8,1.02,17,14,6
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,41,14843,9,1.01,17,14,5
Japan. B League. Division 2,Kagawa Five Arrows,Rizing Fukuoka,2,15712,4,1.09,9.66,3,-1
Japan. B League. Division 2,Kagawa Five Arrows,Rizing Fukuoka,3,15712,8,1.03,16.3,3,-5
Japan. B League. Division 2,Kagawa Five Arrows,Rizing Fukuoka,4,15712,8,1.03,16.3,3,-5
Japan. B League. Division 2,Kagawa Five Arrows,Rizing Fukuoka,5,15712,10,1.02,17,3,-7
Japan. B League. Division 2,Kagawa Five Arrows,Rizing Fukuoka,6,15712,14,1.01,17,3,-11
Japan. B League. Division 2,Kagawa Five Arrows,Rizing Fukuoka,38,15712,7,1.08,10.7,3,-4
Japan. B League. Division 2,Kagawa Five Arrows,Rizing Fukuoka,39,15712,7,1.15,6.28,3,-4
Japan. B League. Division 2,Kagawa Five Arrows,Rizing Fukuoka,41,15712,6,1.23,4.58,3,-3
Japan. B League. Division 2,Kagawa Five Arrows,Rizing Fukuoka,42,15712,4,1.22,4.75,3,-1
Japan. B League. Division 2,Kagawa Five Arrows,Rizing Fukuoka,43,15712,5,1.25,4.29,3,-2
Japan. B League. Division 2,Kagawa Five Arrows,Rizing Fukuoka,44,15712,5,1.24,4.43,3,-2
Japan. B League. Division 2,Kagawa Five Arrows,Rizing Fukuoka,45,15712,3,1.25,4.29,3,0
Japan. B League. Division 2,Kagawa Five Arrows,Rizing Fukuoka,46,15712,-2,1.62,2.335,3,5
Japan. B League. Division 2,Kagawa Five Arrows,Rizing Fukuoka,47,15712,-3,1.6,2.384,3,6
Japan. B League. Division 2,Kagawa Five Arrows,Rizing Fukuoka,48,15712,0,1.37,3.248,3,3
Japan. B League. Division 2,Kagawa Five Arrows,Rizing Fukuoka,49,15712,3,1.19,5.36,3,0
Japan. B League. Division 2,Kagawa Five Arrows,Rizing Fukuoka,50,15712,2,1.34,3.456,3,1
Japan. B League. Division 2,Kagawa Five Arrows,Rizing Fukuoka,51,15712,2,1.33,3.53,3,1
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,1,15715,0,1.51,2.47,7,7
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,2,15715,0,1.5,2.49,7,7
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,3,15715,-1,1.53,2.4,7,8
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,4,15715,-2,1.58,2.3,7,9
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,5,15715,0,1.78,2.06,7,7
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,6,15715,-2,1.86,1.96,7,9
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,7,15715,3,1.57,2.45,7,4
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,8,15715,2,1.62,2.335,7,5
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,9,15715,4,1.47,2.775,7,3
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,10,15715,4,1.47,2.775,7,3
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,11,15715,2,1.62,2.335,7,5
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,12,15715,4,1.46,2.816,7,3
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,13,15715,6,1.41,3.048,7,1
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,14,15715,4,1.5,2.675,7,3
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,15,15715,4,1.54,2.544,7,3
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,16,15715,2,1.67,2.232,7,5
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,17,15715,1,1.76,2.09,7,6
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,18,15715,1,1.76,2.09,7,6
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,19,15715,-4,2.632,1.51,7,11
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,20,15715,-4,2.384,1.6,7,11
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,21,15715,-4,2.632,1.51,7,11
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,22,15715,-4,2.45,1.57,7,11
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,23,15715,-4,2.45,1.57,7,11
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,24,15715,-4,2.45,1.57,7,11
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,25,15715,-4,2.22,1.68,7,11
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,26,15715,-4,2.22,1.68,7,11
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,27,15715,-4,2.22,1.68,7,11
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,28,15715,-4,2.22,1.68,7,11
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,29,15715,-4,2.22,1.68,7,11
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,30,15715,-4,2.22,1.68,7,11
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,31,15715,-4,2.22,1.68,7,11
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,32,15715,-2,1.91,1.91,7,9
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,33,15715,2,1.53,2.57,7,5
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,34,15715,3,1.45,2.86,7,4
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,35,15715,3,1.41,3.048,7,4
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,36,15715,5,1.32,3.6,7,2
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,37,15715,3,1.47,2.775,7,4
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,38,15715,8,1.2,5.1,7,-1
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,39,15715,8,1.17,5.65,7,-1
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,40,15715,8,1.15,6.25,7,-1
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,41,15715,10,1.12,7.5,7,-3
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,42,15715,2,1.25,4.28,7,5
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,43,15715,2,1.46,2.825,7,5
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,44,15715,2,1.44,2.904,7,5
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,45,15715,3,1.44,2.904,7,4
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,46,15715,2,1.46,2.825,7,5
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,47,15715,4,1.3,3.8,7,3
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,48,15715,6,1.17,5.65,7,1
Japan. B League. Division 2,Kagawa Five Arrows,Tokyo Excellence,49,15715,3,1.34,3.44,7,4
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),1,16491,-2,2.22,1.68,52,54
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),2,16491,-2,2.275,1.65,52,54
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),3,16491,-2,2.22,1.68,52,54
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),4,16491,1,1.93,1.89,52,51
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),5,16491,7,1.52,2.608,52,45
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),6,16491,4,1.68,2.22,52,48
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),7,16491,7,1.5,2.664,52,45
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),8,16491,3,1.69,2.2,52,49
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),9,16491,4,1.63,2.31,52,48
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),10,16491,4,1.57,2.45,52,48
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),11,16491,6,1.3,3.8,52,46
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),12,16491,11,1.14,6.6,52,41
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),13,16491,13,1.08,10.5,52,39
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),14,16491,16,1.03,16,52,36
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),15,16491,20,1.01,17,52,32
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),16,16491,21,1.01,17,52,31
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),17,16491,22,1.01,17,52,30
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),18,16491,19,1.04,13.5,52,33
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),19,16491,21,1.02,17,52,31
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),20,16491,23,1.01,17,52,29
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),21,16491,23,1.01,17,52,29
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),22,16491,23,1.01,17,52,29
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),23,16491,23,1.01,17,52,29
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),24,16491,23,1.01,17,52,29
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),25,16491,23,1.01,17,52,29
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),26,16491,23,1.01,17,52,29
Finland. Sm-sarja. Women,Kotka Peli-Karhut (Women),Kouvottaret (Women),27,16491,23,1.01,17,52,29
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,2,17499,0,1.56,2.48,28,28
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,3,17499,-1,1.62,2.335,28,29
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,4,17499,-2,1.69,2.2,28,30
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,5,17499,-4,1.84,1.98,28,32
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,6,17499,0,1.65,2.275,28,28
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,7,17499,-1,1.69,2.2,28,29
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,8,17499,-3,1.82,2.01,28,31
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,9,17499,-6,2.05,1.79,28,34
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,10,17499,-7,2.335,1.62,28,35
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,11,17499,-7,2.335,1.62,28,35
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,12,17499,-4,2.01,1.82,28,32
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,13,17499,-6,2.17,1.71,28,34
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,14,17499,-1,1.69,2.2,28,29
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,15,17499,1,1.56,2.48,28,27
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,16,17499,1,1.48,2.735,28,27
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,17,17499,1,1.56,2.48,28,27
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,18,17499,2,1.5,2.664,28,26
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,19,17499,0,1.68,2.22,28,28
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,20,17499,-3,1.89,1.93,28,31
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,21,17499,-1,1.78,2.06,28,29
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,22,17499,1,1.59,2.408,28,27
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,23,17499,3,1.45,2.86,28,25
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,24,17499,3,1.39,3.12,28,25
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,25,17499,3,1.39,3.12,28,25
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,26,17499,3,1.39,3.12,28,25
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,27,17499,3,1.39,3.12,28,25
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,28,17499,3,1.39,3.12,28,25
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,29,17499,3,1.39,3.12,28,25
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,30,17499,3,1.39,3.12,28,25
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,31,17499,3,1.38,3.18,28,25
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,32,17499,5,1.28,3.92,28,23
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,33,17499,5,1.24,4.42,28,23
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,34,17499,10,1.11,8.1,28,18
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,35,17499,10,1.11,8.1,28,18
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,36,17499,10,1.1,8.8,28,18
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,37,17499,10,1.04,13.5,28,18
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,38,17499,14,1.01,17,28,14
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,39,17499,15,1.01,17,28,13
Spain. Division 2,Leyma Coruna,CB Lucentum Alicante,41,17499,15,1.01,17,28,13
Spain. Division 2,Lleida,CB Lucentum Alicante,1,17849,0,1.79,2.05,8,8
Spain. Division 2,Lleida,CB Lucentum Alicante,2,17849,0,1.82,2.01,8,8
Spain. Division 2,Lleida,CB Lucentum Alicante,3,17849,3,1.6,2.384,8,5
Spain. Division 2,Lleida,CB Lucentum Alicante,4,17849,4,1.57,2.45,8,4
Spain. Division 2,Lleida,CB Lucentum Alicante,5,17849,5,1.52,2.608,8,3
Spain. Division 2,Lleida,CB Lucentum Alicante,6,17849,4,1.55,2.504,8,4
Spain. Division 2,Lleida,CB Lucentum Alicante,7,17849,2,1.65,2.275,8,6
Spain. Division 2,Lleida,CB Lucentum Alicante,8,17849,-1,1.89,1.93,8,9
Spain. Division 2,Lleida,CB Lucentum Alicante,9,17849,-2,2.01,1.82,8,10
Spain. Division 2,Lleida,CB Lucentum Alicante,10,17849,-2,2.02,1.81,8,10
Spain. Division 2,Lleida,CB Lucentum Alicante,11,17849,0,1.81,2.02,8,8
Spain. Division 2,Lleida,CB Lucentum Alicante,12,17849,2,1.69,2.2,8,6
Spain. Division 2,Lleida,CB Lucentum Alicante,13,17849,6,1.39,3.12,8,2
Spain. Division 2,Lleida,CB Lucentum Alicante,14,17849,7,1.34,3.44,8,1
Spain. Division 2,Lleida,CB Lucentum Alicante,15,17849,5,1.45,2.86,8,3
Spain. Division 2,Lleida,CB Lucentum Alicante,16,17849,5,1.45,2.86,8,3
Spain. Division 2,Lleida,CB Lucentum Alicante,17,17849,9,1.25,4.28,8,-1
Spain. Division 2,Lleida,CB Lucentum Alicante,18,17849,7,1.33,3.52,8,1
Spain. Division 2,Lleida,CB Lucentum Alicante,19,17849,5,1.45,2.86,8,3
Spain. Division 2,Lleida,CB Lucentum Alicante,20,17849,5,1.47,2.775,8,3
Spain. Division 2,Lleida,CB Lucentum Alicante,21,17849,5,1.47,2.775,8,3
Spain. Division 2,Lleida,CB Lucentum Alicante,22,17849,5,1.47,2.775,8,3
Spain. Division 2,Lleida,CB Lucentum Alicante,23,17849,5,1.47,2.775,8,3
Spain. Division 2,Lleida,CB Lucentum Alicante,24,17849,5,1.47,2.775,8,3
Spain. Division 2,Lleida,CB Lucentum Alicante,25,17849,5,1.47,2.775,8,3
Spain. Division 2,Lleida,CB Lucentum Alicante,26,17849,5,1.47,2.775,8,3
Spain. Division 2,Lleida,CB Lucentum Alicante,27,17849,5,1.47,2.775,8,3
Spain. Division 2,Lleida,CB Lucentum Alicante,28,17849,5,1.47,2.775,8,3
Spain. Division 2,Lleida,CB Lucentum Alicante,29,17849,3,1.5,2.664,8,5
Spain. Division 2,Lleida,CB Lucentum Alicante,30,17849,7,1.3,3.8,8,1
Spain. Division 2,Lleida,CB Lucentum Alicante,31,17849,5,1.45,2.86,8,3
Spain. Division 2,Lleida,CB Lucentum Alicante,32,17849,1,1.78,2.06,8,7
Spain. Division 2,Lleida,CB Lucentum Alicante,33,17849,1,1.78,2.06,8,7
Spain. Division 2,Lleida,CB Lucentum Alicante,34,17849,-1,2.01,1.82,8,9
Spain. Division 2,Lleida,CB Lucentum Alicante,35,17849,-3,2.335,1.62,8,11
Spain. Division 2,Lleida,CB Lucentum Alicante,36,17849,-1,2.05,1.79,8,9
Spain. Division 2,Lleida,CB Lucentum Alicante,37,17849,-5,3.92,1.28,8,13
Spain. Division 2,Lleida,CB Lucentum Alicante,38,17849,-5,3.38,1.35,8,13
Spain. Division 2,Lleida,CB Lucentum Alicante,39,17849,-5,3.24,1.37,8,13
Spain. Division 2,Lleida,CB Lucentum Alicante,40,17849,-3,2.504,1.55,8,11
Spain. Division 2,Lleida,CB Lucentum Alicante,41,17849,-1,2.09,1.76,8,9
Spain. Division 2,Lleida,CB Lucentum Alicante,42,17849,-3,2.17,1.71,8,11
Spain. Division 2,Lleida,CB Lucentum Alicante,43,17849,2,1.62,2.335,8,6
Spain. Division 2,Lleida,CB Lucentum Alicante,44,17849,0,1.82,2.01,8,8
Spain. Division 2,Lleida,CB Lucentum Alicante,45,17849,0,1.76,2.09,8,8
Galaxy League,Meteor,Supernova,1,19626,0,2.12,1.78,-1,-1
Galaxy League,Meteor,Supernova,2,19626,0,2.12,1.78,-1,-1
Galaxy League,Meteor,Supernova,3,19626,-1,2.232,1.71,-1,0
Galaxy League,Meteor,Supernova,4,19626,-3,2.49,1.584,-1,2
Galaxy League,Meteor,Supernova,5,19626,-4,2.64,1.53,-1,3
Galaxy League,Meteor,Supernova,6,19626,-2,2.37,1.645,-1,1
Galaxy League,Meteor,Supernova,7,19626,-2,2.375,1.645,-1,1
Galaxy League,Meteor,Supernova,8,19626,0,2.13,1.792,-1,-1
Galaxy League,Meteor,Supernova,9,19626,5,1.675,2.33,-1,-6
Galaxy League,Meteor,Supernova,10,19626,4,1.62,2.45,-1,-5
Galaxy League,Meteor,Supernova,11,19626,4,1.664,2.36,-1,-5
Galaxy League,Meteor,Supernova,12,19626,5,1.485,2.85,-1,-6
Galaxy League,Meteor,Supernova,13,19626,7,1.31,3.76,-1,-8
Galaxy League,Meteor,Supernova,14,19626,7,1.305,3.76,-1,-8
Galaxy League,Meteor,Supernova,15,19626,7,1.27,4.08,-1,-8
Galaxy League,Meteor,Supernova,16,19626,0,1.675,2.384,-1,-1
Galaxy League,Meteor,Supernova,17,19626,0,1.688,2.38,-1,-1
Galaxy League,Meteor,Supernova,18,19626,3,1.45,3.06,-1,-4
Galaxy League,Meteor,Supernova,19,19626,3,1.45,3.11,-1,-4
Galaxy League,Meteor,Supernova,20,19626,1,1.63,2.57,-1,-2
Galaxy League,Meteor,Supernova,22,19626,-2,2.445,1.696,-1,1
Galaxy League,Meteor,Supernova,23,19626,-6,4.36,1.28,-1,5
Galaxy League,Meteor,Supernova,24,19626,-6,5,1.232,-1,5
Galaxy League,Meteor,Supernova,25,19626,-3,3.15,1.525,-1,2
EuroCup,Monaco,Ratiopharm Ulm,1,20090,0,1.16,5.9,17,17
EuroCup,Monaco,Ratiopharm Ulm,2,20090,0,1.19,5.35,17,17
EuroCup,Monaco,Ratiopharm Ulm,3,20090,0,1.22,4.74,17,17
EuroCup,Monaco,Ratiopharm Ulm,4,20090,-5,1.34,3.44,17,22
EuroCup,Monaco,Ratiopharm Ulm,5,20090,-8,1.5,2.664,17,25
EuroCup,Monaco,Ratiopharm Ulm,6,20090,-5,1.45,2.86,17,22
EuroCup,Monaco,Ratiopharm Ulm,7,20090,-6,1.45,2.86,17,23
EuroCup,Monaco,Ratiopharm Ulm,8,20090,-5,1.42,3,17,22
EuroCup,Monaco,Ratiopharm Ulm,9,20090,-5,1.47,2.775,17,22
EuroCup,Monaco,Ratiopharm Ulm,10,20090,-1,1.23,4.58,17,18
EuroCup,Monaco,Ratiopharm Ulm,11,20090,-3,1.3,3.8,17,20
EuroCup,Monaco,Ratiopharm Ulm,12,20090,-2,1.27,4.02,17,19
EuroCup,Monaco,Ratiopharm Ulm,13,20090,-4,1.39,3.12,17,21
EuroCup,Monaco,Ratiopharm Ulm,14,20090,-4,1.3,3.8,17,21
EuroCup,Monaco,Ratiopharm Ulm,15,20090,-4,1.27,4.02,17,21
EuroCup,Monaco,Ratiopharm Ulm,16,20090,-6,1.37,3.24,17,23
EuroCup,Monaco,Ratiopharm Ulm,17,20090,-5,1.37,3.24,17,22
EuroCup,Monaco,Ratiopharm Ulm,18,20090,-6,1.42,3,17,23
EuroCup,Monaco,Ratiopharm Ulm,19,20090,-5,1.37,3.24,17,22
EuroCup,Monaco,Ratiopharm Ulm,20,20090,-2,1.3,3.8,17,19
EuroCup,Monaco,Ratiopharm Ulm,21,20090,-4,1.35,3.38,17,21
EuroCup,Monaco,Ratiopharm Ulm,22,20090,-2,1.25,4.28,17,19
EuroCup,Monaco,Ratiopharm Ulm,23,20090,-4,1.38,3.18,17,21
EuroCup,Monaco,Ratiopharm Ulm,24,20090,-2,1.27,4.02,17,19
EuroCup,Monaco,Ratiopharm Ulm,25,20090,-2,1.27,4.02,17,19
EuroCup,Monaco,Ratiopharm Ulm,26,20090,-5,1.48,2.735,17,22
EuroCup,Monaco,Ratiopharm Ulm,27,20090,-3,1.37,3.24,17,20
EuroCup,Monaco,Ratiopharm Ulm,28,20090,-3,1.37,3.24,17,20
EuroCup,Monaco,Ratiopharm Ulm,29,20090,-3,1.35,3.38,17,20
EuroCup,Monaco,Ratiopharm Ulm,30,20090,-3,1.39,3.12,17,20
EuroCup,Monaco,Ratiopharm Ulm,31,20090,-3,1.39,3.12,17,20
EuroCup,Monaco,Ratiopharm Ulm,32,20090,-3,1.39,3.12,17,20
EuroCup,Monaco,Ratiopharm Ulm,33,20090,-3,1.39,3.12,17,20
EuroCup,Monaco,Ratiopharm Ulm,34,20090,-3,1.39,3.12,17,20
EuroCup,Monaco,Ratiopharm Ulm,35,20090,-3,1.39,3.12,17,20
EuroCup,Monaco,Ratiopharm Ulm,36,20090,-3,1.43,2.95,17,20
EuroCup,Monaco,Ratiopharm Ulm,37,20090,0,1.23,4.58,17,17
EuroCup,Monaco,Ratiopharm Ulm,38,20090,4,1.09,9.6,17,13
EuroCup,Monaco,Ratiopharm Ulm,39,20090,4,1.08,10.5,17,13
EuroCup,Monaco,Ratiopharm Ulm,40,20090,6,1.03,16,17,11
EuroCup,Monaco,Ratiopharm Ulm,41,20090,4,1.1,8.8,17,13
EuroCup,Monaco,Ratiopharm Ulm,42,20090,0,1.25,4.28,17,17
EuroCup,Monaco,Ratiopharm Ulm,44,20090,3,1.15,6.25,17,14
EuroCup,Monaco,Ratiopharm Ulm,45,20090,-2,1.42,3,17,19
EuroCup,Monaco,Ratiopharm Ulm,46,20090,-4,1.62,2.335,17,21
EuroCup,Monaco,Ratiopharm Ulm,47,20090,-4,1.56,2.48,17,21
EuroCup,Monaco,Ratiopharm Ulm,48,20090,1,1.37,3.24,17,16
EuroCup,Monaco,Ratiopharm Ulm,49,20090,-2,1.57,2.45,17,19
EuroCup,Monaco,Ratiopharm Ulm,50,20090,-1,1.44,2.896,17,18
EuroCup,Monaco,Ratiopharm Ulm,51,20090,2,1.23,4.58,17,15
EuroCup,Monaco,Ratiopharm Ulm,52,20090,2,1.17,5.65,17,15
EuroCup,Monaco,Ratiopharm Ulm,53,20090,6,1.04,13.5,17,11
EuroCup,Monaco,Ratiopharm Ulm,54,20090,6,1.04,13.5,17,11
Italy. Serie A2,Montegranaro,Casalpusterlengo,1,20161,-3,1.32,3.42,-2,1
Italy. Serie A2,Montegranaro,Casalpusterlengo,2,20161,-5,1.43,2.85,-2,3
Italy. Serie A2,Montegranaro,Casalpusterlengo,3,20161,-7,1.57,2.4,-2,5
Italy. Serie A2,Montegranaro,Casalpusterlengo,4,20161,-5,1.49,2.63,-2,3
Italy. Serie A2,Montegranaro,Casalpusterlengo,5,20161,-7,1.66,2.205,-2,5
Italy. Serie A2,Montegranaro,Casalpusterlengo,6,20161,-6,1.61,2.304,-2,4
Italy. Serie A2,Montegranaro,Casalpusterlengo,7,20161,-7,1.704,2.13,-2,5
Italy. Serie A2,Montegranaro,Casalpusterlengo,8,20161,-9,1.875,1.915,-2,7
Italy. Serie A2,Montegranaro,Casalpusterlengo,9,20161,-9,2.015,1.79,-2,7
Italy. Serie A2,Montegranaro,Casalpusterlengo,10,20161,-8,1.896,1.896,-2,6
Italy. Serie A2,Montegranaro,Casalpusterlengo,11,20161,-8,1.915,1.875,-2,6
Italy. Serie A2,Montegranaro,Casalpusterlengo,12,20161,-8,1.896,1.896,-2,6
Italy. Serie A2,Montegranaro,Casalpusterlengo,13,20161,-6,1.66,2.205,-2,4
Italy. Serie A2,Montegranaro,Casalpusterlengo,14,20161,-7,1.755,2.056,-2,5
Italy. Serie A2,Montegranaro,Casalpusterlengo,15,20161,-7,1.736,2.088,-2,5
Italy. Serie A2,Montegranaro,Casalpusterlengo,16,20161,-5,1.61,2.304,-2,3
Italy. Serie A2,Montegranaro,Casalpusterlengo,17,20161,-3,1.51,2.565,-2,1
Italy. Serie A2,Montegranaro,Casalpusterlengo,18,20161,-4,1.55,2.455,-2,2
Italy. Serie A2,Montegranaro,Casalpusterlengo,19,20161,-6,1.79,2.015,-2,4
Italy. Serie A2,Montegranaro,Casalpusterlengo,20,20161,-4,1.685,2.165,-2,2
Italy. Serie A2,Montegranaro,Casalpusterlengo,21,20161,-2,1.55,2.455,-2,0
Italy. Serie A2,Montegranaro,Casalpusterlengo,22,20161,-2,1.55,2.455,-2,0
Italy. Serie A2,Montegranaro,Casalpusterlengo,23,20161,-2,1.55,2.455,-2,0
